repo,prefix,status,rust_signal,description,top_level
platform/prebuilts/qemu-kernel,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""arm64_16k""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""update_emu_kernels.sh""}]"
platform/prebuilts/r8,platform,ok,androidbp,Bug: 67880159,"[{""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""d8""}, {""type"": ""file"", ""name"": ""d8.bat""}, {""type"": ""file"", ""name"": ""extractmarker.sh""}, {""type"": ""file"", ""name"": ""keepanno-annotations-androidx.jar""}, {""type"": ""file"", ""name"": ""keepanno-annotations-legacy.jar""}, {""type"": ""file"", ""name"": ""keepanno-annotations.jar""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""r8.jar""}, {""type"": ""file"", ""name"": ""r8.jar.map""}, {""type"": ""file"", ""name"": ""r8.spdx.json""}, {""type"": ""file"", ""name"": ""README.android""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}]"
platform/prebuilts/remoteexecution-client,platform,ok,androidbp,Remote Execution Client remoteexecution-client is a tool that can be used to speed up Android Platform builds when used against a service that implements the Remote Execution API . We plan to open source remoteexecution-client in the future but don't yet have a timeline.,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""0.159.2.996d35d3""}, {""type"": ""dir"", ""name"": ""docker""}, {""type"": ""dir"", ""name"": ""latest""}, {""type"": ""dir"", ""name"": ""live""}, {""type"": ""dir"", ""name"": ""stable""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""CHANGELOG.md""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}]"
platform/prebuilts/renderscript/host/darwin-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""clang-include""}, {""type"": ""dir"", ""name"": ""lib64""}, {""type"": ""dir"", ""name"": ""platform""}, {""type"": ""file"", ""name"": ""manifest_3518219.xml""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD_LIKE""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_MIT""}, {""type"": ""file"", ""name"": ""NOTICE""}]"
platform/prebuilts/renderscript/host/linux-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""21.1.2""}, {""type"": ""dir"", ""name"": ""22.0.1""}, {""type"": ""dir"", ""name"": ""23.0.3""}, {""type"": ""dir"", ""name"": ""24.0.3""}, {""type"": ""dir"", ""name"": ""25.0.2""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/renderscript/host/windows-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""clang-include""}, {""type"": ""dir"", ""name"": ""platform""}, {""type"": ""file"", ""name"": ""manifest_3518219.xml""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD_LIKE""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_MIT""}, {""type"": ""file"", ""name"": ""NOTICE""}]"
platform/prebuilts/runtime,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""appcompat""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""iorap""}, {""type"": ""dir"", ""name"": ""mainline""}, {""type"": ""file"", ""name"": "".gitallowed""}, {""type"": ""file"", ""name"": ""adb""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""update.py""}]"
platform/prebuilts/rust,platform,ok,androidbp,Bug: 135215133,"[{""type"": ""dir"", ""name"": ""bootstrap""}, {""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-musl-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""dir"", ""name"": ""soong""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""dir"", ""name"": ""windows-x86""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}]"
platform/prebuilts/rust-toolchain/darwin,platform,ok,androidbp,Bug: 458335153,"[{""type"": ""dir"", ""name"": ""1.95.0""}, {""type"": ""dir"", ""name"": ""1.96.0""}, {""type"": ""dir"", ""name"": ""stable""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/rust-toolchain/linux-arm64,platform,empty_ok,,Bug: 474618085,[]
platform/prebuilts/rust-toolchain/linux-musl-x86,platform,ok,androidbp,Bug: 458335153,"[{""type"": ""dir"", ""name"": ""1.95.0""}, {""type"": ""dir"", ""name"": ""1.96.0""}, {""type"": ""dir"", ""name"": ""stable""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/rust-toolchain/linux-x86,platform,ok,androidbp,Bug: 458335153,"[{""type"": ""dir"", ""name"": ""1.95.0""}, {""type"": ""dir"", ""name"": ""1.96.0""}, {""type"": ""dir"", ""name"": ""stable""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""rustfmt.py""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}]"
platform/prebuilts/rust-toolchain/windows-x86,platform,ok,,Bug: 458335153,"[{""type"": ""dir"", ""name"": ""1.95.0""}, {""type"": ""dir"", ""name"": ""1.96.0""}, {""type"": ""dir"", ""name"": ""stable""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/sdk,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""10""}, {""type"": ""dir"", ""name"": ""11""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""14""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""17""}, {""type"": ""dir"", ""name"": ""18""}, {""type"": ""dir"", ""name"": ""19""}, {""type"": ""dir"", ""name"": ""2""}, {""type"": ""dir"", ""name"": ""20""}, {""type"": ""dir"", ""name"": ""21""}, {""type"": ""dir"", ""name"": ""22""}, {""type"": ""dir"", ""name"": ""23""}, {""type"": ""dir"", ""name"": ""24""}, {""type"": ""dir"", ""name"": ""25""}, {""type"": ""dir"", ""name"": ""26""}, {""type"": ""dir"", ""name"": ""27""}, {""type"": ""dir"", ""name"": ""28""}, {""type"": ""dir"", ""name"": ""29""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""30""}, {""type"": ""dir"", ""name"": ""31""}, {""type"": ""dir"", ""name"": ""32""}, {""type"": ""dir"", ""name"": ""33""}, {""type"": ""dir"", ""name"": ""34""}, {""type"": ""dir"", ""name"": ""35""}, {""type"": ""dir"", ""name"": ""36""}, {""type"": ""dir"", ""name"": ""4""}, {""type"": ""dir"", ""name"": ""5""}, {""type"": ""dir"", ""name"": ""6""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""8""}, {""type"": ""dir"", ""name"": ""9""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""dir"", ""name"": ""extensions""}, {""type"": ""dir"", ""name"": ""opt""}, {""type"": ""dir"", ""name"": ""perm""}, {""type"": ""dir"", ""name"": ""renderscript""}, {""type"": ""dir"", ""name"": ""sdk-annotations""}, {""type"": ""dir"", ""name"": ""tools""}, {""type"": ""dir"", ""name"": ""update_prebuilts""}, {""type"": ""dir"", ""name"": ""vendor""}, {""type"": ""file"", ""name"": ""update_prebuilts.py""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""create-android-plus-updatable-jar.sh""}, {""type"": ""file"", ""name"": ""java_toolchain_has_all_android_jars.sh""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""README-jack-server.txt""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""toolchains.bzl""}, {""type"": ""file"", ""name"": ""utils.bzl""}]"
platform/prebuilts/simpleperf,platform,ok,,,"[{""type"": ""dir"", ""name"": ""app_api""}, {""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""inferno""}, {""type"": ""dir"", ""name"": ""proto""}, {""type"": ""dir"", ""name"": ""purgatorio""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""__init__.py""}, {""type"": ""file"", ""name"": ""annotate.py""}, {""type"": ""file"", ""name"": ""api_profiler.py""}, {""type"": ""file"", ""name"": ""app_profiler.py""}, {""type"": ""file"", ""name"": ""binary_cache_builder.py""}, {""type"": ""file"", ""name"": ""ChangeLog""}, {""type"": ""file"", ""name"": ""debug_unwind_reporter.py""}, {""type"": ""file"", ""name"": ""gecko_profile_generator.py""}, {""type"": ""file"", ""name"": ""inferno.bat""}, {""type"": ""file"", ""name"": ""inferno.sh""}, {""type"": ""file"", ""name"": ""ipc.py""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""pprof_proto_generator.py""}, {""type"": ""file"", ""name"": ""profile_pb2.py""}, {""type"": ""file"", ""name"": ""repo.prop""}, {""type"": ""file"", ""name"": ""report.py""}, {""type"": ""file"", ""name"": ""report_html.js""}, {""type"": ""file"", ""name"": ""report_html.py""}, {""type"": ""file"", ""name"": ""report_sample.py""}, {""type"": ""file"", ""name"": ""report_sample_pb2.py""}, {""type"": ""file"", ""name"": ""run_simpleperf_on_device.py""}, {""type"": ""file"", ""name"": ""run_simpleperf_without_usb_connection.py""}, {""type"": ""file"", ""name"": ""sample_filter.py""}, {""type"": ""file"", ""name"": ""simpleperf_report_lib.py""}, {""type"": ""file"", ""name"": ""simpleperf_utils.py""}, {""type"": ""file"", ""name"": ""stackcollapse.py""}, {""type"": ""file"", ""name"": ""update.py""}]"
platform/prebuilts/siso,platform,empty_ok,,Bug: 509273825,[]
platform/prebuilts/studio/jdk,platform,empty_ok,,,[]
platform/prebuilts/studio/layoutlib,platform,empty_ok,,,[]
platform/prebuilts/studio/skiaparser,platform,empty_ok,,Bug: 330362735,[]
platform/prebuilts/swig/darwin-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""file"", ""name"": ""build-common.sh""}, {""type"": ""file"", ""name"": ""build-swig.sh""}]"
platform/prebuilts/swig/linux-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""file"", ""name"": ""build-common.sh""}, {""type"": ""file"", ""name"": ""build-swig.sh""}]"
platform/prebuilts/swig/windows-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""file"", ""name"": ""build-common.sh""}, {""type"": ""file"", ""name"": ""build-swig.sh""}]"
platform/prebuilts/tools,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""darwin-x86_64""}, {""type"": ""dir"", ""name"": ""linux-x86_64""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""import-maven-artifacts.sh""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}]"
platform/prebuilts/trusty/sysroot,platform,ok,,"Trusty TEE Application SDK This SDK provides the necessary libraries, headers, and toolchain for building Trusty applications for integration into the Trusty TEE. The Trusty API reference is available on our website . This SDK is currently in flux and no stability guarantees are currently provided. Future versions may add, remove, or change APIs. SDK structure make $ARCH/trusty_sdk.mk Makefile suitable for including into an existing build system. Sets up the CC , CXX , LD , CFLAGS , CXXFLAGS , ASMFLAGS , and LDFLAGS variables with appropriate values for building Trusty apps. Includes the function add-trusty-library that adds the needed flags to compile and link against a particular SDK library. See header comments in this file for more details. $ARCH/lib....mk Library-specific makefiles that append necessary compile and link flags to use that library. Should be used via add-trusty-library if using make. sysroots $ARCH Sysroot containing the userspace libraries and headers for the corre","[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""clang""}, {""type"": ""dir"", ""name"": ""make""}, {""type"": ""dir"", ""name"": ""sysroots""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""Version.txt""}]"
platform/prebuilts/vndk/v27,platform,ok,androidbp,Bug: 111264136,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}]"
platform/prebuilts/vndk/v28,platform,ok,androidbp,Bug: 114665752,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v29,platform,ok,androidbp,Bug: 140451723,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v30,platform,ok,androidbp,Bug: 156460398,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v31,platform,ok,androidbp,Bug: 184970112,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v32,platform,ok,androidbp,Bug: 216552881,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v33,platform,ok,androidbp,Bug: 234094049,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/vndk/v34,platform,ok,androidbp,Bug: 271933185,"[{""type"": ""dir"", ""name"": ""arm""}, {""type"": ""dir"", ""name"": ""arm64""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""dir"", ""name"": ""x86_64""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/sdk,platform,ok,,Development Tools for the SDK,"[{""type"": ""dir"", ""name"": ""annotations""}, {""type"": ""dir"", ""name"": ""apkbuilder""}, {""type"": ""dir"", ""name"": ""apps""}, {""type"": ""dir"", ""name"": ""avdlauncher""}, {""type"": ""dir"", ""name"": ""docs""}, {""type"": ""dir"", ""name"": ""dumpeventlog""}, {""type"": ""dir"", ""name"": ""emulator""}, {""type"": ""dir"", ""name"": ""eventanalyzer""}, {""type"": ""dir"", ""name"": ""files""}, {""type"": ""dir"", ""name"": ""find_java""}, {""type"": ""dir"", ""name"": ""find_java2""}, {""type"": ""dir"", ""name"": ""find_lock""}, {""type"": ""dir"", ""name"": ""hierarchyviewer""}, {""type"": ""dir"", ""name"": ""icons""}, {""type"": ""dir"", ""name"": ""sdklauncher""}, {""type"": ""dir"", ""name"": ""settings""}, {""type"": ""dir"", ""name"": ""templates""}, {""type"": ""dir"", ""name"": ""testapps""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""build.gradle""}, {""type"": ""file"", ""name"": ""changes.txt""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.txt""}, {""type"": ""file"", ""name"": ""release.md""}]"
platform/smaratorg,platform,empty_ok,,Bug: 117210240,[]
platform/superproject,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""bootable""}, {""type"": ""dir"", ""name"": ""build""}, {""type"": ""dir"", ""name"": ""developers""}, {""type"": ""dir"", ""name"": ""device""}, {""type"": ""dir"", ""name"": ""external""}, {""type"": ""dir"", ""name"": ""frameworks""}, {""type"": ""dir"", ""name"": ""hardware""}, {""type"": ""dir"", ""name"": ""kernel""}, {""type"": ""dir"", ""name"": ""packages""}, {""type"": ""dir"", ""name"": ""prebuilts""}, {""type"": ""dir"", ""name"": ""system""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""dir"", ""name"": ""toolchain""}, {""type"": ""dir"", ""name"": ""tools""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""bootstrap.bash""}, {""type"": ""file"", ""name"": ""BUILD""}, {""type"": ""file"", ""name"": ""WORKSPACE""}, {""type"": ""file"", ""name"": "".gitattributes""}, {""type"": ""file"", ""name"": "".gitmodules""}, {""type"": ""file"", ""name"": "".supermanifest""}]"
